participant_id,button_status,condition,domain,test_start_time,stimulus_id,stimulus_start_time,stimulus_end_time,button_id,screen_location,button_centre,touch_location,touch_time,touch_precision
PP001,FAIL,Baseline,Air,2021-12-23T09:50:30.548Z,S01,2021-12-23T09:50:42.574Z,2021-12-23T09:50:47.581Z,A,N,"290,578","0,0",FAIL,646.6714776453342
PP001,FAIL,Baseline,Air,2021-12-23T09:50:30.548Z,S01,2021-12-23T09:50:42.574Z,2021-12-23T09:50:47.581Z,C,N,"1232,187","0,0",FAIL,1246.1111507405749
PP001,FAIL,Baseline,Air,2021-12-23T09:50:30.548Z,S01,2021-12-23T09:50:42.574Z,2021-12-23T09:50:47.581Z,D,F,"724,542","0,0",FAIL,904.4003538256716
PP001,FAIL,Baseline,Air,2021-12-23T09:50:30.548Z,S01,2021-12-23T09:50:42.574Z,2021-12-23T09:50:47.581Z,B,F,"1289,798","0,0",FAIL,1516.0227570851303
PP001,FAIL,Baseline,Air,2021-12-23T09:50:30.548Z,S02,2021-12-23T09:50:59.587Z,2021-12-23T09:51:04.592Z,B,F,"601,151","0,0",FAIL,619.6789491341464
PP001,FAIL,Baseline,Air,2021-12-23T09:50:30.548Z,S02,2021-12-23T09:50:59.587Z,2021-12-23T09:51:04.592Z,C,F,"1228,882","0,0",FAIL,1511.9219556577648
PP001,FAIL,Baseline,Air,2021-12-23T09:50:30.548Z,S02,2021-12-23T09:50:59.587Z,2021-12-23T09:51:04.592Z,D,N,"589,111","0,0",FAIL,599.3680004805061
PP001,FAIL,Baseline,Air,2021-12-23T09:50:30.548Z,S02,2021-12-23T09:50:59.587Z,2021-12-23T09:51:04.592Z,A,N,"1119,710","0,0",FAIL,1325.239978268087
